route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,trip_short_name,wheelchair_accessible,bikes_allowed
1,TRAIN-E25-TRKPI-Dimanche-01,4083489-TRAIN-E25-TRKPI-Dimanche-01,Vaudreuil,1,10423,61,0,1
1,TRAIN-E25-TRKPI-Dimanche-02,4083489-TRAIN-E25-TRKPI-Dimanche-02,Vaudreuil,1,10423,61,0,1
1,TRAIN-E25-TRKPI-Fête-1-01,4083489-TRAIN-E25-TRKPI-Fête-1-01,Vaudreuil,1,10423,61,0,1
1,TRAIN-E25-TRKPI-Dimanche-01,4083490-TRAIN-E25-TRKPI-Dimanche-01,Vaudreuil,1,10423,63,0,1
1,TRAIN-E25-TRKPI-Dimanche-02,4083490-TRAIN-E25-TRKPI-Dimanche-02,Vaudreuil,1,10423,63,0,1
1,TRAIN-E25-TRKPI-Fête-1-01,4083490-TRAIN-E25-TRKPI-Fête-1-01,Vaudreuil,1,10423,63,0,1
1,TRAIN-E25-TRKPI-Dimanche-01,4083491-TRAIN-E25-TRKPI-Dimanche-01,Vaudreuil,1,10423,65,0,1
1,TRAIN-E25-TRKPI-Dimanche-02,4083491-TRAIN-E25-TRKPI-Dimanche-02,Vaudreuil,1,10423,65,0,1
1,TRAIN-E25-TRKPI-Fête-1-01,4083491-TRAIN-E25-TRKPI-Fête-1-01,Vaudreuil,1,10423,65,0,1
1,TRAIN-E25-TRKPI-Dimanche-01,4083492-TRAIN-E25-TRKPI-Dimanche-01,Lucien-L'Allier,0,10215,60,0,1
1,TRAIN-E25-TRKPI-Dimanche-02,4083492-TRAIN-E25-TRKPI-Dimanche-02,Lucien-L'Allier,0,10215,60,0,1
1,TRAIN-E25-TRKPI-Fête-1-01,4083492-TRAIN-E25-TRKPI-Fête-1-01,Lucien-L'Allier,0,10215,60,0,1
1,TRAIN-E25-TRKPI-Dimanche-01,4083493-TRAIN-E25-TRKPI-Dimanche-01,Lucien-L'Allier,0,10215,62,0,1
1,TRAIN-E25-TRKPI-Dimanche-02,4083493-TRAIN-E25-TRKPI-Dimanche-02,Lucien-L'Allier,0,10215,62,0,1
1,TRAIN-E25-TRKPI-Fête-1-01,4083493-TRAIN-E25-TRKPI-Fête-1-01,Lucien-L'Allier,0,10215,62,0,1
1,TRAIN-E25-TRKPI-Dimanche-01,4083494-TRAIN-E25-TRKPI-Dimanche-01,Lucien-L'Allier,0,10215,64,0,1
1,TRAIN-E25-TRKPI-Dimanche-02,4083494-TRAIN-E25-TRKPI-Dimanche-02,Lucien-L'Allier,0,10215,64,0,1
1,TRAIN-E25-TRKPI-Fête-1-01,4083494-TRAIN-E25-TRKPI-Fête-1-01,Lucien-L'Allier,0,10215,64,0,1
1,TRAIN-E25-TRKPI-Samedi-01,4083534-TRAIN-E25-TRKPI-Samedi-01,Vaudreuil,1,10423,51,0,1
1,TRAIN-E25-TRKPI-Samedi-02,4083534-TRAIN-E25-TRKPI-Samedi-02,Vaudreuil,1,10423,51,0,1
1,TRAIN-E25-TRKPI-Samedi-01,4083535-TRAIN-E25-TRKPI-Samedi-01,Vaudreuil,1,10423,53,0,1
1,TRAIN-E25-TRKPI-Samedi-02,4083535-TRAIN-E25-TRKPI-Samedi-02,Vaudreuil,1,10423,53,0,1
1,TRAIN-E25-TRKPI-Samedi-01,4083536-TRAIN-E25-TRKPI-Samedi-01,Vaudreuil,1,10423,55,0,1
1,TRAIN-E25-TRKPI-Samedi-02,4083536-TRAIN-E25-TRKPI-Samedi-02,Vaudreuil,1,10423,55,0,1
1,TRAIN-E25-TRKPI-Samedi-01,4083537-TRAIN-E25-TRKPI-Samedi-01,Vaudreuil,1,10423,57,0,1
1,TRAIN-E25-TRKPI-Samedi-02,4083537-TRAIN-E25-TRKPI-Samedi-02,Vaudreuil,1,10423,57,0,1
1,TRAIN-E25-TRKPI-Samedi-01,4083538-TRAIN-E25-TRKPI-Samedi-01,Lucien-L'Allier,0,10425,50,0,1
1,TRAIN-E25-TRKPI-Samedi-02,4083538-TRAIN-E25-TRKPI-Samedi-02,Lucien-L'Allier,0,10425,50,0,1
1,TRAIN-E25-TRKPI-Samedi-01,4083539-TRAIN-E25-TRKPI-Samedi-01,Lucien-L'Allier,0,10425,52,0,1
1,TRAIN-E25-TRKPI-Samedi-02,4083539-TRAIN-E25-TRKPI-Samedi-02,Lucien-L'Allier,0,10425,52,0,1
1,TRAIN-E25-TRKPI-Samedi-01,4083540-TRAIN-E25-TRKPI-Samedi-01,Lucien-L'Allier,0,10425,54,0,1
1,TRAIN-E25-TRKPI-Samedi-02,4083540-TRAIN-E25-TRKPI-Samedi-02,Lucien-L'Allier,0,10425,54,0,1
1,TRAIN-E25-TRKPI-Samedi-01,4083541-TRAIN-E25-TRKPI-Samedi-01,Lucien-L'Allier,0,10425,56,0,1
1,TRAIN-E25-TRKPI-Samedi-02,4083541-TRAIN-E25-TRKPI-Samedi-02,Lucien-L'Allier,0,10425,56,0,1
1,TRAIN-E25-TRKPI-Semaine-02,4083542-TRAIN-E25-TRKPI-Semaine-02,Lucien-L'Allier,0,10220,40,0,1
1,TRAIN-E25-TRKPI-Semaine-03,4083542-TRAIN-E25-TRKPI-Semaine-03,Lucien-L'Allier,0,10220,40,0,1
1,TRAIN-E25-TRKPI-Semaine-02,4083543-TRAIN-E25-TRKPI-Semaine-02,Lucien-L'Allier,0,10217,112,0,1
1,TRAIN-E25-TRKPI-Semaine-03,4083543-TRAIN-E25-TRKPI-Semaine-03,Lucien-L'Allier,0,10217,112,0,1
1,TRAIN-E25-TRKPI-Semaine-02,4083544-TRAIN-E25-TRKPI-Semaine-02,Vaudreuil,1,10421,11,0,1
1,TRAIN-E25-TRKPI-Semaine-03,4083544-TRAIN-E25-TRKPI-Semaine-03,Vaudreuil,1,10421,11,0,1
1,TRAIN-E25-TRKPI-Semaine-02,4083545-TRAIN-E25-TRKPI-Semaine-02,Beaconsfield,1,10424,41,0,1
1,TRAIN-E25-TRKPI-Semaine-03,4083545-TRAIN-E25-TRKPI-Semaine-03,Beaconsfield,1,10424,41,0,1
1,TRAIN-E25-TRKPI-Semaine-02,4083546-TRAIN-E25-TRKPI-Semaine-02,Vaudreuil,1,10423,13,0,1
1,TRAIN-E25-TRKPI-Semaine-03,4083546-TRAIN-E25-TRKPI-Semaine-03,Vaudreuil,1,10423,13,0,1
1,TRAIN-E25-TRKPI-Semaine-02,4083547-TRAIN-E25-TRKPI-Semaine-02,Vaudreuil,1,10423,15,0,1
1,TRAIN-E25-TRKPI-Semaine-03,4083547-TRAIN-E25-TRKPI-Semaine-03,Vaudreuil,1,10423,15,0,1
1,TRAIN-E25-TRKPI-Semaine-02,4083548-TRAIN-E25-TRKPI-Semaine-02,Vaudreuil,1,10423,17,0,1
1,TRAIN-E25-TRKPI-Semaine-03,4083548-TRAIN-E25-TRKPI-Semaine-03,Vaudreuil,1,10423,17,0,1
1,TRAIN-E25-TRKPI-Semaine-02,4083549-TRAIN-E25-TRKPI-Semaine-02,Vaudreuil,1,10423,19,0,1
1,TRAIN-E25-TRKPI-Semaine-03,4083549-TRAIN-E25-TRKPI-Semaine-03,Vaudreuil,1,10423,19,0,1
1,TRAIN-E25-TRKPI-Semaine-02,4083550-TRAIN-E25-TRKPI-Semaine-02,Vaudreuil,1,10423,121,0,1
